uuid	obj_name	hist
99f0e62f-2cf1-4fb7-a2a6-dc4aff9a7e32	Torus	"tensor([2.2688e-03, 3.0938e-02, 5.6916e-02, 5.6130e-02, 5.3094e-02, 5.5524e-02,
        5.4500e-02, 4.9981e-02, 4.7535e-02, 4.6104e-02, 4.6291e-02, 4.7858e-02,
        5.4522e-02, 6.4615e-02, 6.7097e-02, 5.6100e-02, 4.0643e-02, 3.0536e-02,
        2.5492e-02, 2.2278e-02, 2.0058e-02, 1.7847e-02, 1.5753e-02, 1.2761e-02,
        1.0416e-02, 7.8216e-03, 4.6890e-03, 1.9253e-03, 2.6134e-04, 4.3941e-05,
        0.0000e+00, 0.0000e+00, 5.4084e-04, 7.3752e-03, 1.3568e-02, 1.3381e-02,
        1.2657e-02, 1.3236e-02, 1.2992e-02, 1.1915e-02, 1.1332e-02, 1.0990e-02,
        1.1035e-02, 1.1409e-02, 1.2997e-02, 1.5403e-02, 1.5995e-02, 1.3373e-02,
        9.6887e-03, 7.2792e-03, 6.0768e-03, 5.3108e-03, 4.7815e-03, 4.2545e-03,
        3.7552e-03, 3.0421e-03, 2.4831e-03, 1.8645e-03, 1.1178e-03, 4.5897e-04,
        6.2298e-05, 1.0475e-05, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.6270e-03, 2.8746e-02, 3.2990e-02, 3.5512e-02, 3.6791e-02,
        3.9832e-02, 4.1717e-02, 4.2853e-02, 4.6030e-02, 4.6802e-02, 4.8011e-02,
        4.8863e-02, 4.9343e-02, 5.1263e-02, 5.1120e-02, 5.2061e-02, 5.1944e-02,
        5.1883e-02, 5.1360e-02, 5.0495e-02, 5.1230e-02, 5.0270e-02, 3.4256e-02,
        0.0000e+00, 2.6874e-03, 4.5699e-03, 7.1347e-03, 1.3443e-02, 1.5708e-02,
        1.9733e-02, 2.0197e-02, 1.7174e-02, 1.6620e-02, 1.6391e-02, 1.6366e-02,
        1.6416e-02, 1.6648e-02, 2.4932e-02, 2.7929e-02, 3.0892e-02, 3.3277e-02,
        3.6604e-02, 4.0287e-02, 4.5397e-02, 5.2980e-02, 5.9979e-02, 6.0056e-02,
        6.1992e-02, 6.4615e-02, 5.6673e-02, 5.5012e-02, 5.4816e-02, 5.7101e-02,
        3.0382e-02, 2.3988e-02])"
38f9278f-1734-4b9e-8fb8-5f9f3dc9b8b0	Cube	"tensor([0.0000e+00, 4.1229e-02, 5.7403e-02, 5.6613e-02, 5.8030e-02, 6.7900e-02,
        9.8634e-02, 1.0208e-01, 7.6784e-02, 5.5951e-02, 4.2296e-02, 3.3841e-02,
        2.9390e-02, 2.7120e-02, 2.6561e-02, 2.6955e-02, 2.7721e-02, 2.8622e-02,
        2.9532e-02, 2.9614e-02, 2.7082e-02, 2.0415e-02, 1.4348e-02, 1.0068e-02,
        6.4338e-03, 3.6044e-03, 1.3486e-03, 3.2436e-04, 8.1819e-05, 1.3150e-05,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 1.5557e-02, 2.1660e-02, 2.1362e-02,
        2.1897e-02, 2.5621e-02, 3.7218e-02, 3.8520e-02, 2.8974e-02, 2.1112e-02,
        1.5960e-02, 1.2769e-02, 1.1090e-02, 1.0233e-02, 1.0023e-02, 1.0171e-02,
        1.0460e-02, 1.0800e-02, 1.1143e-02, 1.1175e-02, 1.0219e-02, 7.7035e-03,
        5.4139e-03, 3.7991e-03, 2.4277e-03, 1.3601e-03, 5.0886e-04, 1.2239e-04,
        3.0873e-05, 4.9618e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 8.1085e-03, 3.5266e-02, 4.0424e-02, 4.3188e-02, 4.4531e-02,
        4.7827e-02, 5.0155e-02, 5.1627e-02, 5.5055e-02, 5.5912e-02, 5.7193e-02,
        5.8087e-02, 5.7746e-02, 5.8624e-02, 5.5902e-02, 5.3199e-02, 4.5099e-02,
        3.5680e-02, 2.9985e-02, 2.5357e-02, 2.3593e-02, 2.7443e-02, 3.9996e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 2.4743e-03, 1.3496e-02, 1.5524e-02,
        1.7970e-02, 1.9851e-02, 2.2370e-02, 2.5798e-02, 3.0961e-02, 3.8611e-02,
        5.5612e-02, 9.8279e-02, 1.0255e-01, 8.8052e-02, 6.4772e-02, 5.5771e-02,
        5.1029e-02, 4.7598e-02, 4.5386e-02, 4.4045e-02, 4.4368e-02, 4.5634e-02,
        4.7154e-02, 2.2694e-02])"
9a12fba8-667a-48a8-9cbb-a04efa569875	Sphere	"tensor([9.4009e-04, 1.8941e-02, 4.7178e-02, 7.6200e-02, 7.3470e-02, 6.4752e-02,
        5.8097e-02, 5.4330e-02, 5.3966e-02, 6.0275e-02, 6.6591e-02, 5.8679e-02,
        4.8372e-02, 4.1436e-02, 3.7192e-02, 3.5197e-02, 3.4541e-02, 3.3925e-02,
        2.9553e-02, 2.4815e-02, 2.1235e-02, 1.8473e-02, 1.5491e-02, 1.2353e-02,
        8.4006e-03, 4.0985e-03, 1.2720e-03, 2.1333e-04, 1.2393e-05, 8.8520e-07,
        0.0000e+00, 0.0000e+00, 2.9275e-04, 5.8982e-03, 1.4691e-02, 2.3729e-02,
        2.2879e-02, 2.0164e-02, 1.8092e-02, 1.6919e-02, 1.6805e-02, 1.8770e-02,
        2.0737e-02, 1.8273e-02, 1.5063e-02, 1.2903e-02, 1.1582e-02, 1.0960e-02,
        1.0756e-02, 1.0564e-02, 9.2030e-03, 7.7274e-03, 6.6127e-03, 5.7526e-03,
        4.8240e-03, 3.8468e-03, 2.6160e-03, 1.2763e-03, 3.9612e-04, 6.6433e-05,
        3.8592e-06, 2.7566e-07, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 7.3314e-03, 3.1835e-02, 3.6618e-02, 3.9499e-02, 4.0975e-02,
        4.4395e-02, 4.6806e-02, 4.8360e-02, 5.1534e-02, 5.1745e-02, 5.2591e-02,
        5.2818e-02, 5.2309e-02, 5.3937e-02, 5.2661e-02, 5.3108e-02, 5.1476e-02,
        5.0491e-02, 4.8730e-02, 4.5159e-02, 3.6631e-02, 2.5114e-02, 2.5877e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 4.5216e-03, 5.8680e-03,
        7.3109e-03, 9.0229e-03, 1.0753e-02, 1.3999e-02, 1.9531e-02, 2.8614e-02,
        3.9499e-02, 4.2521e-02, 3.5155e-02, 3.4103e-02, 3.4191e-02, 3.5902e-02,
        3.8620e-02, 4.3454e-02, 5.5175e-02, 4.8687e-02, 4.6557e-02, 5.7043e-02,
        5.9508e-02, 6.2902e-02, 6.7535e-02, 7.0424e-02, 6.7731e-02, 2.6915e-02,
        2.3012e-02, 1.1447e-02])"
69fa8115-0c4b-473e-b4a5-5e41121f590c	Cylinder	"tensor([5.4059e-04, 2.1746e-02, 4.9074e-02, 5.8131e-02, 5.8525e-02, 6.0735e-02,
        8.0608e-02, 8.0815e-02, 6.8683e-02, 5.9707e-02, 5.3963e-02, 4.9742e-02,
        4.6511e-02, 4.4187e-02, 4.1720e-02, 4.0621e-02, 3.9440e-02, 3.7260e-02,
        3.0774e-02, 2.3239e-02, 1.7586e-02, 1.2514e-02, 8.6967e-03, 6.1143e-03,
        4.1949e-03, 2.9310e-03, 1.5995e-03, 3.1063e-04, 3.2454e-05, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 1.6071e-04, 6.4647e-03, 1.4589e-02, 1.7281e-02,
        1.7399e-02, 1.8055e-02, 2.3963e-02, 2.4025e-02, 2.0418e-02, 1.7750e-02,
        1.6042e-02, 1.4788e-02, 1.3827e-02, 1.3136e-02, 1.2403e-02, 1.2076e-02,
        1.1725e-02, 1.1077e-02, 9.1484e-03, 6.9085e-03, 5.2281e-03, 3.7202e-03,
        2.5854e-03, 1.8177e-03, 1.2471e-03, 8.7135e-04, 4.7551e-04, 9.2344e-05,
        9.6479e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 7.1809e-03, 3.1153e-02, 3.5614e-02, 3.8251e-02, 3.9679e-02,
        4.2688e-02, 4.4829e-02, 4.6331e-02, 4.9584e-02, 5.0550e-02, 5.1929e-02,
        5.3048e-02, 5.3320e-02, 5.4729e-02, 5.3715e-02, 5.3823e-02, 5.0685e-02,
        4.5856e-02, 4.2146e-02, 3.8203e-02, 3.5580e-02, 3.6807e-02, 4.4303e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.3835e-03, 5.9659e-03,
        7.2464e-03, 8.6429e-03, 1.0036e-02, 1.1337e-02, 1.5497e-02, 2.0782e-02,
        2.3994e-02, 2.6976e-02, 3.0200e-02, 3.4035e-02, 3.7976e-02, 4.2183e-02,
        4.9303e-02, 7.0394e-02, 8.8281e-02, 6.0052e-02, 5.5913e-02, 5.4564e-02,
        4.8662e-02, 5.3183e-02, 5.2671e-02, 5.0646e-02, 4.7839e-02, 4.4861e-02,
        3.1048e-02, 1.4327e-02])"
002fc9f7-d3be-4ef0-8582-055d8bfd9553	Cone	"tensor([0.0000e+00, 3.2394e-04, 8.3390e-04, 1.6315e-02, 4.4804e-02, 5.4782e-02,
        5.8680e-02, 6.2748e-02, 7.2464e-02, 9.1295e-02, 8.8045e-02, 7.5720e-02,
        6.4572e-02, 5.4642e-02, 4.6306e-02, 4.2017e-02, 3.9508e-02, 3.9763e-02,
        3.9927e-02, 3.1570e-02, 2.5418e-02, 2.1156e-02, 1.3749e-02, 8.8287e-03,
        4.5959e-03, 1.3160e-03, 4.0872e-04, 1.1768e-04, 6.9597e-05, 2.4043e-05,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 7.0568e-05, 1.8166e-04, 3.5540e-03,
        9.7601e-03, 1.1934e-02, 1.2783e-02, 1.3669e-02, 1.5786e-02, 1.9888e-02,
        1.9180e-02, 1.6495e-02, 1.4066e-02, 1.1903e-02, 1.0087e-02, 9.1531e-03,
        8.6065e-03, 8.6619e-03, 8.6977e-03, 6.8773e-03, 5.5371e-03, 4.6087e-03,
        2.9950e-03, 1.9232e-03, 1.0012e-03, 2.8668e-04, 8.9037e-05, 2.5636e-05,
        1.5161e-05, 5.2374e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.4544e-03, 2.8081e-02, 3.2387e-02, 3.5067e-02, 3.6581e-02,
        3.9972e-02, 4.2590e-02, 4.4600e-02, 4.8793e-02, 5.0711e-02, 5.3072e-02,
        5.4499e-02, 5.5207e-02, 5.7413e-02, 5.6743e-02, 5.7292e-02, 5.5697e-02,
        5.3607e-02, 5.0451e-02, 4.3240e-02, 3.4558e-02, 3.3178e-02, 2.9805e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 9.8448e-04, 8.0378e-03,
        9.2070e-03, 1.0896e-02, 1.3702e-02, 1.6885e-02, 2.1500e-02, 2.6205e-02,
        5.1905e-02, 7.2598e-02, 8.4678e-02, 7.3806e-02, 6.3841e-02, 6.1297e-02,
        6.3271e-02, 6.7505e-02, 5.7997e-02, 5.4036e-02, 5.1045e-02, 5.0303e-02,
        4.7922e-02, 4.7270e-02, 3.7528e-02, 2.5675e-03, 2.0689e-03, 1.5223e-03,
        9.9966e-04, 4.2138e-04])"
25c89c95-5acd-4cbb-a8a4-ae6bf1f797c3	Cylinder	"tensor([3.0197e-05, 2.9749e-03, 5.0954e-03, 1.4198e-02, 4.1698e-02, 5.0981e-02,
        5.4886e-02, 6.0438e-02, 6.8023e-02, 8.5853e-02, 9.3322e-02, 8.1528e-02,
        6.7946e-02, 5.5136e-02, 4.8440e-02, 4.4783e-02, 4.3447e-02, 4.3943e-02,
        3.6815e-02, 3.0063e-02, 2.4913e-02, 1.8989e-02, 1.2598e-02, 7.4708e-03,
        3.6392e-03, 1.3723e-03, 6.6656e-04, 4.1940e-04, 2.3039e-04, 9.6182e-05,
        5.5920e-06, 0.0000e+00, 7.4427e-06, 7.3324e-04, 1.2559e-03, 3.4994e-03,
        1.0278e-02, 1.2565e-02, 1.3528e-02, 1.4896e-02, 1.6766e-02, 2.1161e-02,
        2.3001e-02, 2.0095e-02, 1.6747e-02, 1.3590e-02, 1.1939e-02, 1.1038e-02,
        1.0709e-02, 1.0831e-02, 9.0740e-03, 7.4099e-03, 6.1405e-03, 4.6803e-03,
        3.1050e-03, 1.8414e-03, 8.9698e-04, 3.3823e-04, 1.6429e-04, 1.0337e-04,
        5.6785e-05, 2.3706e-05, 1.3783e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.7004e-03, 2.9140e-02, 3.3560e-02, 3.6178e-02, 3.7609e-02,
        4.1015e-02, 4.3565e-02, 4.5524e-02, 4.9738e-02, 5.1609e-02, 5.4127e-02,
        5.5705e-02, 5.6328e-02, 5.8480e-02, 5.7678e-02, 5.8277e-02, 5.6241e-02,
        5.3032e-02, 4.9261e-02, 4.2930e-02, 3.1787e-02, 2.7905e-02, 2.3609e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 2.7837e-03, 5.9543e-03, 6.7707e-03,
        8.1855e-03, 9.6774e-03, 1.2090e-02, 1.5621e-02, 2.1227e-02, 3.9063e-02,
        5.7444e-02, 8.2334e-02, 7.0071e-02, 6.1660e-02, 5.9099e-02, 5.9048e-02,
        6.2075e-02, 6.6900e-02, 5.5490e-02, 4.8816e-02, 4.7853e-02, 4.7782e-02,
        4.7061e-02, 4.7145e-02, 2.6170e-02, 9.2189e-03, 9.1373e-03, 8.9561e-03,
        8.8744e-03, 3.4950e-03])"
9fc77df3-9eb8-4a2d-99b0-6240f661bd2e	Sphere	"tensor([2.0172e-04, 4.5563e-03, 7.7513e-03, 1.0997e-02, 2.1953e-02, 6.6668e-02,
        8.1615e-02, 7.6157e-02, 6.4335e-02, 5.6623e-02, 5.3626e-02, 5.4081e-02,
        6.0371e-02, 7.4493e-02, 7.5127e-02, 6.0569e-02, 4.3719e-02, 3.4151e-02,
        2.9534e-02, 2.7346e-02, 2.5697e-02, 2.4238e-02, 2.0823e-02, 1.3222e-02,
        6.4140e-03, 3.2063e-03, 1.6546e-03, 6.1784e-04, 1.8479e-04, 6.2067e-05,
        7.0530e-06, 0.0000e+00, 3.9419e-05, 8.9037e-04, 1.5147e-03, 2.1490e-03,
        4.2900e-03, 1.3028e-02, 1.5949e-02, 1.4882e-02, 1.2572e-02, 1.1065e-02,
        1.0479e-02, 1.0568e-02, 1.1797e-02, 1.4557e-02, 1.4681e-02, 1.1836e-02,
        8.5434e-03, 6.6736e-03, 5.7714e-03, 5.3438e-03, 5.0216e-03, 4.7366e-03,
        4.0692e-03, 2.5837e-03, 1.2534e-03, 6.2656e-04, 3.2334e-04, 1.2074e-04,
        3.6111e-05, 1.2129e-05, 1.3783e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.2745e-03, 2.7273e-02, 3.1420e-02, 3.3974e-02, 3.5371e-02,
        3.8595e-02, 4.1024e-02, 4.2852e-02, 4.6794e-02, 4.8496e-02, 5.0873e-02,
        5.2998e-02, 5.4528e-02, 5.7373e-02, 5.5364e-02, 5.4961e-02, 5.3016e-02,
        5.1144e-02, 4.9766e-02, 4.8881e-02, 4.7633e-02, 4.4492e-02, 2.6899e-02,
        0.0000e+00, 1.9537e-03, 4.6691e-03, 1.2611e-02, 1.8061e-02, 2.0778e-02,
        2.6849e-02, 2.2852e-02, 2.1657e-02, 2.1754e-02, 2.1853e-02, 2.2716e-02,
        2.3708e-02, 2.4965e-02, 2.6333e-02, 2.8576e-02, 4.4196e-02, 5.9028e-02,
        7.2595e-02, 7.4796e-02, 7.9442e-02, 8.4506e-02, 9.3819e-02, 8.2261e-02,
        2.8797e-02, 1.7956e-02, 1.5629e-02, 1.3552e-02, 1.1810e-02, 9.8940e-03,
        7.7019e-03, 4.6790e-03])"
8c729924-5f3c-4965-8299-5f52886b560f	Cube	"tensor([8.4938e-05, 2.6248e-03, 1.6404e-02, 4.4309e-02, 6.1077e-02, 6.9073e-02,
        7.2820e-02, 6.8222e-02, 5.9978e-02, 5.6192e-02, 5.7991e-02, 5.8141e-02,
        5.5591e-02, 5.4811e-02, 5.2939e-02, 5.0855e-02, 4.6860e-02, 4.3176e-02,
        3.7705e-02, 2.9317e-02, 2.1066e-02, 1.4740e-02, 1.0403e-02, 7.2386e-03,
        4.6527e-03, 2.6142e-03, 9.9802e-04, 1.1679e-04, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 1.9847e-05, 6.1333e-04, 3.8330e-03, 1.0354e-02,
        1.4272e-02, 1.6140e-02, 1.7016e-02, 1.5941e-02, 1.4015e-02, 1.3130e-02,
        1.3551e-02, 1.3586e-02, 1.2990e-02, 1.2807e-02, 1.2370e-02, 1.1883e-02,
        1.0950e-02, 1.0089e-02, 8.8105e-03, 6.8503e-03, 4.9224e-03, 3.4443e-03,
        2.4307e-03, 1.6914e-03, 1.0872e-03, 6.1085e-04, 2.3320e-04, 2.7290e-05,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.5884e-03, 2.8655e-02, 3.3038e-02, 3.5740e-02, 3.7209e-02,
        4.0591e-02, 4.3123e-02, 4.4981e-02, 4.8627e-02, 4.9592e-02, 5.1052e-02,
        5.1574e-02, 5.1445e-02, 5.3262e-02, 5.2286e-02, 5.3124e-02, 5.1970e-02,
        5.0511e-02, 4.8385e-02, 4.5371e-02, 4.2519e-02, 3.7194e-02, 4.3162e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 5.1859e-03,
        1.0517e-02, 1.5491e-02, 1.9618e-02, 2.3732e-02, 2.7994e-02, 3.4495e-02,
        3.3729e-02, 3.3916e-02, 3.5091e-02, 3.6826e-02, 3.8444e-02, 4.3289e-02,
        5.2341e-02, 5.3504e-02, 6.0793e-02, 6.4919e-02, 6.5992e-02, 7.1170e-02,
        6.6647e-02, 6.4542e-02, 5.1964e-02, 4.5088e-02, 2.9400e-02, 8.7970e-03,
        4.9288e-03, 1.5867e-03])"
7e477460-d8c6-46e5-9e2b-460f2cf903bb	Cylinder	"tensor([1.8460e-03, 2.4645e-02, 2.4840e-02, 3.8208e-02, 5.9215e-02, 7.4296e-02,
        7.3003e-02, 7.4725e-02, 6.8128e-02, 6.2966e-02, 5.6821e-02, 5.1444e-02,
        4.8590e-02, 4.5911e-02, 4.3945e-02, 4.2436e-02, 4.1167e-02, 3.9608e-02,
        3.6060e-02, 2.9825e-02, 2.0413e-02, 1.4177e-02, 9.8821e-03, 7.0002e-03,
        4.9344e-03, 3.4630e-03, 1.8856e-03, 5.0067e-04, 6.5127e-05, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 5.0004e-04, 6.6758e-03, 6.7287e-03, 1.0350e-02,
        1.6040e-02, 2.0126e-02, 1.9775e-02, 2.0242e-02, 1.8455e-02, 1.7056e-02,
        1.5392e-02, 1.3935e-02, 1.3162e-02, 1.2436e-02, 1.1904e-02, 1.1495e-02,
        1.1151e-02, 1.0729e-02, 9.7681e-03, 8.0792e-03, 5.5296e-03, 3.8404e-03,
        2.6769e-03, 1.8962e-03, 1.3367e-03, 9.3805e-04, 5.1079e-04, 1.3562e-04,
        1.7642e-05, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.9201e-03, 3.0040e-02, 3.4511e-02, 3.7160e-02, 3.8519e-02,
        4.1864e-02, 4.4284e-02, 4.6021e-02, 4.9991e-02, 5.0832e-02, 5.1572e-02,
        5.2054e-02, 5.2190e-02, 5.4026e-02, 5.2634e-02, 5.2723e-02, 5.0762e-02,
        4.8622e-02, 4.5013e-02, 4.1074e-02, 3.7317e-02, 3.5438e-02, 4.6432e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 7.6036e-03, 1.6977e-02, 1.9182e-02, 2.1791e-02, 2.4852e-02,
        2.8234e-02, 3.1281e-02, 3.6064e-02, 4.1389e-02, 3.9235e-02, 4.8355e-02,
        6.0288e-02, 5.7311e-02, 5.6877e-02, 5.8083e-02, 6.7236e-02, 6.9353e-02,
        6.4977e-02, 6.3968e-02, 6.0672e-02, 3.8617e-02, 2.1784e-02, 2.2045e-02,
        2.2634e-02, 2.1193e-02])"
0fa841b6-729b-4da5-b8a5-2c006483e797	Cone	"tensor([1.0492e-05, 5.3335e-04, 1.3850e-03, 2.3957e-03, 2.2833e-02, 4.8446e-02,
        6.4401e-02, 8.0808e-02, 8.5424e-02, 7.9082e-02, 7.2659e-02, 6.7809e-02,
        6.4066e-02, 5.7859e-02, 5.2295e-02, 4.5799e-02, 4.1220e-02, 3.9428e-02,
        3.9262e-02, 3.7894e-02, 3.2038e-02, 2.3543e-02, 1.7961e-02, 1.3647e-02,
        6.8689e-03, 1.6473e-03, 4.4767e-04, 1.9236e-04, 4.3718e-05, 1.7487e-06,
        0.0000e+00, 0.0000e+00, 1.6539e-06, 8.4075e-05, 2.1832e-04, 3.7765e-04,
        3.5992e-03, 7.6367e-03, 1.0152e-02, 1.2738e-02, 1.3466e-02, 1.2466e-02,
        1.1453e-02, 1.0689e-02, 1.0099e-02, 9.1206e-03, 8.2435e-03, 7.2194e-03,
        6.4977e-03, 6.2152e-03, 6.1890e-03, 5.9734e-03, 5.0503e-03, 3.7111e-03,
        2.8313e-03, 2.1512e-03, 1.0828e-03, 2.5967e-04, 7.0568e-05, 3.0322e-05,
        6.8914e-06, 2.7566e-07, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 5.9937e-03, 2.6072e-02, 3.0076e-02, 3.2560e-02, 3.3958e-02,
        3.7093e-02, 3.9525e-02, 4.1377e-02, 4.5272e-02, 4.7014e-02, 4.9469e-02,
        5.1714e-02, 5.3195e-02, 5.5609e-02, 5.5162e-02, 5.5817e-02, 5.4358e-02,
        5.2190e-02, 4.8508e-02, 4.6942e-02, 4.6034e-02, 4.4351e-02, 4.7710e-02,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        2.5881e-03, 9.1720e-03, 9.6966e-03, 2.4942e-02, 2.8869e-02, 3.3795e-02,
        3.9766e-02, 4.6113e-02, 5.3210e-02, 6.2822e-02, 7.4021e-02, 1.0095e-01,
        9.8074e-02, 7.9940e-02, 7.4061e-02, 6.6853e-02, 6.0587e-02, 5.4096e-02,
        4.8778e-02, 1.3115e-02, 5.4070e-03, 4.5047e-03, 3.5569e-03, 2.6266e-03,
        1.7470e-03, 7.0648e-04])"
2237955c-97c1-417f-9cf0-64b9910e551b	Cone	"tensor([2.7842e-05, 3.5238e-02, 4.4701e-02, 4.0362e-02, 3.9532e-02, 4.2596e-02,
        4.5256e-02, 4.7159e-02, 4.7319e-02, 4.8233e-02, 5.1406e-02, 5.8631e-02,
        6.8422e-02, 7.0287e-02, 6.7754e-02, 6.3469e-02, 5.6838e-02, 3.9765e-02,
        2.8736e-02, 2.2137e-02, 1.8303e-02, 1.5952e-02, 1.3777e-02, 1.2010e-02,
        9.4989e-03, 6.8016e-03, 3.8061e-03, 1.6721e-03, 2.7678e-04, 3.2755e-05,
        0.0000e+00, 0.0000e+00, 4.6861e-06, 5.9310e-03, 7.5237e-03, 6.7935e-03,
        6.6538e-03, 7.1695e-03, 7.6172e-03, 7.9375e-03, 7.9645e-03, 8.1183e-03,
        8.6523e-03, 9.8685e-03, 1.1516e-02, 1.1830e-02, 1.1404e-02, 1.0683e-02,
        9.5666e-03, 6.6929e-03, 4.8366e-03, 3.7260e-03, 3.0807e-03, 2.6849e-03,
        2.3188e-03, 2.0214e-03, 1.5988e-03, 1.1448e-03, 6.4062e-04, 2.8144e-04,
        4.6586e-05, 5.5131e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 6.0707e-03, 2.6406e-02, 3.0394e-02, 3.2686e-02, 3.3921e-02,
        3.6708e-02, 3.8828e-02, 4.0381e-02, 4.3579e-02, 4.4804e-02, 4.6493e-02,
        4.7920e-02, 4.8838e-02, 5.1065e-02, 5.0653e-02, 5.1796e-02, 5.2197e-02,
        5.3230e-02, 5.4977e-02, 5.6204e-02, 5.6713e-02, 5.3911e-02, 4.2222e-02,
        7.3699e-05, 3.5899e-03, 6.2267e-03, 8.7489e-03, 1.2073e-02, 1.5986e-02,
        1.9768e-02, 2.3041e-02, 3.0300e-02, 2.7383e-02, 2.4429e-02, 2.3408e-02,
        2.3030e-02, 2.2917e-02, 2.3087e-02, 2.3166e-02, 2.3787e-02, 3.0503e-02,
        3.9525e-02, 4.4941e-02, 5.0584e-02, 5.5752e-02, 6.0654e-02, 5.7198e-02,
        5.4169e-02, 5.7891e-02, 4.8083e-02, 4.3931e-02, 4.1697e-02, 4.1042e-02,
        4.2342e-02, 2.0672e-02])"
